"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","42596","","","","0"
"2007-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","19405","","","","0"
"2007-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","13186","","","","0"
"2008-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","22882","","","","0"
"2008-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","23847","","","","0"
"2008-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","18218","","","","0"
"2008-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","16124","","","","0"
"2008-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","7068","","","","0"
"2008-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","9265","","","","0"
"2008-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","533394","","","","0"
"2008-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","999579","","","","0"
"2008-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","299408","","","","0"
"2008-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","76256","","","","0"
"2008-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","30944","","","","0"
"2008-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","43675","","","","0"
"2009-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","92723","","","","0"
"2009-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","46134","","","","0"
"2009-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","50324","","","","0"
"2009-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37679","","","","0"
"2009-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","29594","","","","0"
"2009-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","14922","","","","0"
"2009-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","340979","","","","0"
"2009-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","545862","","","","0"
"2009-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","176857","","","","0"
"2009-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","119458","","","","0"
"2009-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","83652","","","","0"
"2009-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","82754","","","","0"
