Climate_ID,Mean_Temp,Min_Temp,Max_Temp,Mean_Diff_from_Normal,Snowfall,Percent_of_Normal_Snowfall,Total_Precip,Percent_of_Normal_Precip,Snow_on_Ground,Days_with_Precip,Heating_Degree_Days,Cooling_Degree_Days,Mean_Temp_Normalized,Min_Temp_Normalized,Max_Temp_Normalized,Mean_Diff_from_Normal_Normalized,Snowfall_Normalized,Percent_of_Normal_Snowfall_Normalized,Total_Precip_Normalized,Percent_of_Normal_Precip_Normalized,Snow_on_Ground_Normalized,Days_with_Precip_Normalized,Heating_Degree_Days_Normalized,Cooling_Degree_Days_Normalized,Mean_Temp_Binned,Mean_Temp_Binned_Encoded,Min_Temp_Binned,Min_Temp_Binned_Encoded,Max_Temp_Binned,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned,Cooling_Degree_Days_Binned_Encoded
32,14.74807692,2.354487179,30.95128205,-0.546666667,0,0,53.12470588,71.14655172,0,9.035294118,107.2948718,10.62115385,0.843559445,0.832982166,0.861216716,0.567172901,0,0,0.19126105,0.192326561,0,0.439851279,0.081371319,0.089379453,"(14.356, 15.052]",31,"(1.913, 2.538]",31,"(30.867, 31.199]",36,"(-0.634, -0.52]",11,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(51.742, 54.951]",20,"(68.832, 71.586]",8,"(-0.001, 0.00997]",0,"(8.997, 9.221]",26,"(95.336, 110.851]",9,"(8.754, 11.325]",11
33,14.82307692,2.390598291,29.20940171,-0.722580645,0.116129032,0,87.3503268,112.7816092,0,9.705882353,108.7777778,16.22991453,0.84520889,0.833657706,0.821952118,0.558706446,0.001136501,0,0.319402985,0.321957875,0,0.474797559,0.082573876,0.136578465,"(14.356, 15.052]",31,"(1.913, 2.538]",31,"(28.904, 29.252]",31,"(-0.783, -0.634]",10,"(0.0753, 0.15]",3,"(-0.001, 0.14]",0,"(84.872, 87.882]",32,"(112.417, 114.567]",27,"(-0.001, 0.00997]",0,"(9.503, 9.714]",28,"(95.336, 110.851]",9,"(14.709, 18.219]",13
34,17.67196653,4.187029289,31.77824268,0.661290323,0,0,71.9875502,88.264,0,8.955823293,59.05774059,50.36861925,0.907863383,0.867264007,0.87985765,0.625309913,0,0,0.261884206,0.245621968,0,0.435709826,0.042253582,0.42386352,"(17.664, 18.077]",37,"(3.737, 4.397]",34,"(31.677, 32.17]",38,"(0.618, 0.7]",22,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(86.963, 88.898]",15,"(-0.001, 0.00997]",0,"(8.791, 8.997]",25,"(55.874, 66.369]",5,"(44.226, 53.315]",19
35,16.5898917,2.032129964,31.67689531,1.190062112,0.002,0.666666667,96.77109375,99.4453125,0,11.29296875,77.19783394,35.85740072,0.884065743,0.826951746,0.877573128,0.650758843,1.96E-05,0.001073105,0.35467467,0.280435135,0,0.557505192,0.056964229,0.301748278,"(16.191, 16.653]",34,"(1.913, 2.538]",31,"(31.677, 32.17]",38,"(1.188, 1.294]",27,"(-0.001, 0.00736]",0,"(0.14, 2.477]",1,"(95.206, 100.693]",35,"(97.851, 100.127]",20,"(-0.001, 0.00997]",0,"(11.04, 11.429]",34,"(72.517, 85.955]",7,"(31.484, 36.956]",17
36,16.19497041,6.64719764,28.90943953,-0.559296482,0,0,50.24857143,90.52,0,7.32987013,72.88698225,19.90384615,0.875380396,0.913287015,0.81519052,0.566565048,0,0,0.180492701,0.252646054,0,0.350976734,0.053468358,0.167495445,"(16.191, 16.653]",34,"(6.165, 6.977]",38,"(28.904, 29.252]",31,"(-0.634, -0.52]",11,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(49.319, 51.742]",19,"(88.898, 91.187]",16,"(-0.001, 0.00997]",0,"(7.123, 7.375]",18,"(72.517, 85.955]",7,"(18.219, 22.477]",14
37,15.47073791,3.965394402,29.92417303,0.358653846,0.011142061,0,103.6756892,108.3934426,0,11.39348371,91.46844784,13.43155216,0.85945264,0.863117826,0.838064137,0.61074451,0.000109042,0,0.38052572,0.308295259,0,0.562743315,0.068536935,0.113029602,"(15.052, 15.514]",32,"(3.737, 4.397]",34,"(29.685, 30.023]",33,"(0.353, 0.481]",20,"(0.00736, 0.0287]",1,"(-0.001, 0.14]",0,"(100.693, 106.354]",36,"(108.225, 109.745]",25,"(-0.001, 0.00997]",0,"(11.04, 11.429]",34,"(85.955, 95.336]",8,"(11.325, 14.709]",12
38,18.89741935,5.036129032,32.39548387,0.858095238,0,0,74.77235294,111.0689655,0,8.923529412,23.54064516,51.60193548,0.934814278,0.883148336,0.893771194,0.634781815,0,0,0.272310606,0.316625536,0,0.434026899,0.013451115,0.43424216,"(18.601, 19.347]",39,"(4.996, 5.5]",36,"(32.17, 32.958]",39,"(0.808, 0.915]",24,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(73.277, 75.39]",28,"(109.745, 112.417]",26,"(-0.001, 0.00997]",0,"(8.791, 8.997]",25,"(6.952999999999999, 24.789]",0,"(44.226, 53.315]",19
39,19.32542373,4.229661017,30.96949153,0.913114754,0,0,87.48157895,116.4767442,0,8.289473684,27.24661017,68.1940678,0.944227208,0.86806153,0.861627185,0.637429815,0,0,0.319894398,0.333462728,0,0.400984433,0.016456455,0.573868771,"(18.601, 19.347]",39,"(3.737, 4.397]",34,"(30.867, 31.199]",36,"(0.808, 0.915]",24,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(84.872, 87.882]",32,"(114.567, 117.1]",28,"(-0.001, 0.00997]",0,"(8.117, 8.345]",22,"(24.789, 30.611]",1,"(63.953, 118.832]",21
40,19.09834025,5.486721992,32.30705394,-0.627642276,0.064356436,0,44.30278884,52.71774194,0,6.039840637,32.80124481,67.00580913,0.939233051,0.891577696,0.89177785,0.563275676,0.000629827,0,0.158231481,0.134948213,0,0.28374959,0.020960967,0.563869301,"(18.601, 19.347]",39,"(4.996, 5.5]",36,"(32.17, 32.958]",39,"(-0.634, -0.52]",11,"(0.0287, 0.0753]",2,"(-0.001, 0.14]",0,"(44.152, 46.73]",17,"(50.503, 55.119]",3,"(-0.001, 0.00997]",0,"(5.897, 6.133]",13,"(30.611, 38.702]",2,"(63.953, 118.832]",21
41,17.25018051,5.244765343,30.03345324,-0.914375,0.000995025,0,96.51976744,92.81147541,0,12.23255814,54.19819495,32.21263538,0.898587211,0.88705135,0.840527477,0.549475694,9.74E-06,0,0.353733696,0.259780594,0,0.606469895,0.03831275,0.271076739,"(17.182, 17.664]",36,"(4.996, 5.5]",36,"(30.023, 30.449]",34,"(-1.138, -0.914]",8,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(95.206, 100.693]",35,"(91.187, 93.871]",17,"(-0.001, 0.00997]",0,"(12.187, 12.573]",37,"(46.091, 55.874]",4,"(31.484, 36.956]",17
42,16.67678571,7.023809524,30.22890855,0.11319797,0,0,95.10963542,161.5088496,0,9.1328125,64.34494048,26.74702381,0.885976768,0.920332392,0.844933333,0.598931116,0,0,0.348454111,0.473670796,0,0.444933242,0.046541219,0.22508236,"(16.653, 17.182]",35,"(6.977, 7.875]",39,"(30.023, 30.449]",34,"(0.0242, 0.128]",17,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(91.588, 95.206]",34,"(160.524, 173.308]",38,"(-0.001, 0.00997]",0,"(8.997, 9.221]",26,"(55.874, 66.369]",5,"(22.477, 26.898]",15
43,16.03879093,3.4302267,30.50528967,1.763106796,0.003989362,0,24.05721154,28.48333333,0,4.550480769,77.69395466,19.41511335,0.871945603,0.853106304,0.851163378,0.678338555,3.90E-05,0,0.082431323,0.059494054,0,0.206134768,0.057366556,0.163382646,"(15.514, 16.191]",33,"(3.152, 3.737]",33,"(30.449, 30.867]",35,"(1.685, 1.858]",31,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(22.381, 24.254]",9,"(9.374, 35.963]",0,"(-0.001, 0.00997]",0,"(4.4, 4.611]",7,"(72.517, 85.955]",7,"(18.219, 22.477]",14
44,19.26064516,3.86516129,35.07612903,2.094285714,0,0,12.41337209,17.25,0,3.081395349,26.50516129,65.57290323,0.942802559,0.861242739,0.95419696,0.69427766,0,0,0.038836376,0.024518919,0,0.129576505,0.015855179,0.551811068,"(18.601, 19.347]",39,"(3.737, 4.397]",34,"(32.958, 37.108]",40,"(2.002, 2.269]",33,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(10.956, 12.754]",2,"(9.374, 35.963]",0,"(-0.001, 0.00997]",0,"(3.056, 3.436]",2,"(24.789, 30.611]",1,"(63.953, 118.832]",21
45,18.82478632,3.802564103,33.14786325,1.429508197,0,0,40.87320261,59.95348837,0,5.647058824,36.55982906,61.58547009,0.933216889,0.860071717,0.910730954,0.662282995,0,0,0.145390989,0.157476807,0,0.263280601,0.024008978,0.518255901,"(18.601, 19.347]",39,"(3.737, 4.397]",34,"(32.958, 37.108]",40,"(1.428, 1.558]",29,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(39.152, 41.886]",15,"(59.366, 63.031]",5,"(-0.001, 0.00997]",0,"(5.573, 5.897]",12,"(30.611, 38.702]",2,"(53.315, 63.953]",20
46,20.70588235,7.80209205,34.58193277,1.862096774,0,0,67.9992,83.704,0,8.052,13.44495798,96.02731092,0.974587084,0.934891925,0.943057035,0.683102782,0,0,0.246951682,0.231424346,0,0.388608997,0.005264052,0.808091916,"(19.347, 21.861]",40,"(6.977, 7.875]",39,"(32.958, 37.108]",40,"(1.858, 2.002]",32,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(67.898, 70.504]",26,"(82.582, 84.924]",13,"(-0.001, 0.00997]",0,"(7.874, 8.117]",21,"(6.952999999999999, 24.789]",0,"(63.953, 118.832]",21
47,18.62743682,4.458483755,31.55035971,1.61125,0,0,88.23938224,89.06870229,0,10.23938224,39.78375451,58.43862816,0.92887666,0.872342176,0.874720826,0.671029933,0,0,0.32273164,0.248127419,0,0.502599771,0.026623409,0.491774502,"(18.601, 19.347]",39,"(4.397, 4.996]",35,"(31.199, 31.677]",37,"(1.558, 1.685]",30,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(87.882, 91.588]",33,"(88.898, 91.187]",16,"(-0.001, 0.00997]",0,"(10.194, 10.445]",31,"(38.702, 46.091]",3,"(53.315, 63.953]",20
48,13.17134328,2.956547619,25.11275964,0.3485,0.045592705,0,64.32748691,82.59210526,0,7.643979058,137.9874627,2.408656716,0.808882971,0.844245067,0.729607655,0.610255822,0.000446195,0,0.233204659,0.227962447,0,0.367345853,0.106261371,0.0202694,"(12.962, 13.699]",29,"(2.538, 3.152]",32,"(24.369, 25.145]",24,"(0.231, 0.353]",19,"(0.0287, 0.0753]",2,"(-0.001, 0.14]",0,"(62.548, 65.148]",24,"(82.582, 84.924]",13,"(-0.001, 0.00997]",0,"(7.628, 7.874]",20,"(129.833, 148.246]",11,"(1.96, 3.302]",7
49,10.99071038,-1.087431694,27.21065574,1.704040404,0.388392857,0.407079646,19.73031915,44.05172414,0,4.872340426,189.8557377,2.168306011,0.760925181,0.768593295,0.776897383,0.675495785,0.003801022,0.000655259,0.066231285,0.107966449,0,0.222907799,0.148323771,0.018246794,"(10.431, 11.443]",26,"(-1.885, -1.001]",27,"(26.688, 27.522]",27,"(1.685, 1.858]",31,"(0.309, 0.495]",5,"(0.14, 2.477]",1,"(18.057, 20.312]",7,"(35.963, 44.166]",1,"(-0.001, 0.00997]",0,"(4.871, 5.101]",9,"(171.81, 194.421]",13,"(1.96, 3.302]",7
50,13.32467532,-1.396753247,30.71818182,2.136190476,0.020740741,0,21.23157895,51.79310345,0,4.485380117,146.8844156,6.552597403,0.812255141,0.762806737,0.855962287,0.696294468,0.00020298,0,0.071852055,0.132069338,0,0.202742186,0.113476324,0.055141615,"(12.962, 13.699]",29,"(-1.885, -1.001]",27,"(30.449, 30.867]",35,"(2.002, 2.269]",33,"(0.00736, 0.0287]",1,"(-0.001, 0.14]",0,"(20.312, 22.381]",8,"(50.503, 55.119]",3,"(-0.001, 0.00997]",0,"(4.4, 4.611]",7,"(129.833, 148.246]",11,"(6.52, 8.754]",10
51,12.80854701,-2.835042735,28.41880342,1.308196721,0.006557377,0.428571429,31.08675497,63.41860465,0,5.139072848,160.8094017,5.991452991,0.800904137,0.735900282,0.804130845,0.65644447,6.42E-05,0.000689853,0.108750182,0.168265493,0,0.236807992,0.124768744,0.050419455,"(12.206, 12.962]",28,"(-3.28, -2.565]",25,"(27.997, 28.474]",29,"(1.294, 1.428]",28,"(-0.001, 0.00736]",0,"(0.14, 2.477]",1,"(29.761, 32.142]",12,"(63.031, 65.731]",6,"(-0.001, 0.00997]",0,"(5.101, 5.309]",10,"(148.246, 171.81]",12,"(4.642, 6.52]",9
52,14.57727273,1.52768595,29.43057851,0.116935484,0.023762376,6.59375,94.23095238,103.2983871,0,9.706349206,118.4677686,18.94008264,0.839803016,0.81751498,0.826937775,0.599110997,0.000232551,0.010613682,0.345164291,0.292431735,0,0.474821888,0.090431941,0.159385153,"(14.356, 15.052]",31,"(1.218, 1.913]",30,"(29.252, 29.685]",32,"(0.0242, 0.128]",17,"(0.00736, 0.0287]",1,"(5.428, 10.523]",3,"(91.588, 95.206]",34,"(102.075, 103.79]",22,"(-0.001, 0.00997]",0,"(9.503, 9.714]",28,"(110.851, 129.833]",10,"(18.219, 22.477]",14
53,13.57833935,-0.042446043,29.1823741,1.128125,0.013930348,0.18,80.64192308,79.93233083,0.01,9.853846154,143.2613718,14.95559567,0.817833873,0.788142113,0.821342875,0.64777791,0.00013633,0.000289738,0.294286485,0.219681203,0.000128638,0.482508378,0.110538229,0.125854779,"(12.962, 13.699]",29,"(-1.001, 0.261]",28,"(28.904, 29.252]",31,"(1.043, 1.188]",26,"(0.00736, 0.0287]",1,"(0.14, 2.477]",1,"(78.082, 80.661]",30,"(77.85, 80.247]",11,"(0.00997, 0.0579]",1,"(9.714, 9.976]",29,"(129.833, 148.246]",11,"(14.709, 18.219]",13
54,6.604819277,-2.444578313,18.82634731,-0.760913706,6.858769231,49.70588235,137.9352785,102.8854626,1.618892508,14.54761905,333.4701807,0.00873494,0.664468026,0.743204801,0.587902482,0.556861538,0.067123613,0.080009469,0.508794834,0.291146089,0.020825117,0.727114371,0.264787413,7.35E-05,"(6.576, 7.466]",22,"(-2.565, -1.885]",26,"(18.189, 19.031]",18,"(-0.783, -0.634]",10,"(6.688, 8.209]",13,"(48.065, 54.368]",10,"(128.736, 154.302]",39,"(102.075, 103.79]",22,"(1.504, 2.146]",7,"(14.506, 19.784]",40,"(330.602, 358.708]",19,"(0.00328, 0.0186]",1
55,2.796124031,-11.1248062,19.30813953,-0.755445545,11.50818182,94.94690265,16.65969582,69.75862069,1.346938776,4.783269962,461.8294574,0,0.58070491,0.580821524,0.598762802,0.557124712,0.112625271,0.152832036,0.054734763,0.188005219,0.017326757,0.218266081,0.36887993,0,"(2.71, 3.516]",18,"(-11.594, -10.363]",17,"(19.031, 20.224]",19,"(-0.783, -0.634]",10,"(10.699, 11.794]",16,"(93.736, 99.193]",18,"(16.625, 18.057]",6,"(68.832, 71.586]",8,"(1.001, 1.504]",6,"(4.611, 4.871]",8,"(453.368, 475.888]",24,"(-0.001, 0.00328]",0
56,2.958823529,-14.14379085,20.47189542,-0.910576923,7.035036496,94.33944954,13.61511628,59.99145299,0.164634146,3.947674419,464.727451,0,0.584283096,0.524344594,0.624995607,0.54965849,0.068848659,0.151854245,0.043335749,0.15759501,0.002117821,0.174720796,0.371230048,0,"(2.71, 3.516]",18,"(-14.259, -12.888]",15,"(20.224, 21.561]",20,"(-0.914, -0.783]",9,"(6.688, 8.209]",13,"(93.736, 99.193]",18,"(12.754, 13.962]",3,"(59.366, 63.031]",5,"(0.138, 0.294]",3,"(3.945, 4.183]",5,"(453.368, 475.888]",24,"(-0.001, 0.00328]",0
57,3.551282051,-9.354700855,19.81196581,-0.285245902,7.728455285,105.6582278,25.744,66.95238095,0.076388889,5.786666667,440.0111111,0,0.5973128,0.613935344,0.610119803,0.579754659,0.07563483,0.170073606,0.088746719,0.179267954,0.000982652,0.270555967,0.351186417,0,"(3.516, 4.503]",19,"(-10.363, -9.3]",18,"(19.031, 20.224]",19,"(-0.306, -0.212]",14,"(6.688, 8.209]",13,"(105.141, 111.171]",20,"(24.254, 26.84]",10,"(65.731, 68.832]",7,"(0.0579, 0.138]",2,"(5.573, 5.897]",12,"(434.277, 453.368]",23,"(-0.001, 0.00328]",0
58,8.64125,-4.345416667,23.37125,0.765853659,4.6915,71.08474576,125.8562753,157.6693548,0.064676617,14.58299595,286.5416667,0.792083333,0.709254435,0.707645324,0.690351413,0.630342377,0.045913548,0.114422126,0.463570619,0.461716478,0.000831987,0.728957963,0.226730895,0.006665564,"(8.474, 9.474]",24,"(-4.991, -4.104]",23,"(22.606, 23.462]",22,"(0.7, 0.808]",23,"(4.249, 5.509]",11,"(70.98, 76.433]",14,"(113.279, 128.736]",38,"(152.467, 160.524]",37,"(0.0579, 0.138]",2,"(14.506, 19.784]",40,"(275.72, 302.402]",17,"(0.572, 1.088]",5
59,7.529136691,-5.707553957,21.39748201,1.58125,3.122660099,59.40506329,101.1229572,108.270073,0.15942029,14.08171206,314.6654676,0.170863309,0.684796171,0.682163468,0.645859719,0.669586082,0.030560035,0.095621832,0.370968201,0.307911146,0.002050751,0.702834619,0.249537795,0.001437854,"(7.466, 8.474]",23,"(-6.247, -4.991]",22,"(20.224, 21.561]",20,"(1.558, 1.685]",30,"(2.128, 3.257]",9,"(54.368, 59.501]",11,"(100.693, 106.354]",36,"(108.225, 109.745]",25,"(0.138, 0.294]",3,"(13.386, 14.506]",39,"(302.402, 330.602]",18,"(0.0684, 0.207]",3
60,3.308849558,-8.551622419,12.71823529,1.6125,17.96797583,81.03982301,170.3688,94.82300885,8.255639098,15.32446809,410.1029499,0,0.591981079,0.628958741,0.450216466,0.671090094,0.175844297,0.130446395,0.630227086,0.26604353,0.106198927,0.767598207,0.326932496,0,"(2.71, 3.516]",18,"(-9.3, -8.327]",19,"(11.653, 12.722]",13,"(1.558, 1.685]",30,"(17.018, 18.161]",21,"(76.433, 83.156]",15,"(154.302, 269.132]",40,"(93.871, 96.055]",18,"(6.488, 8.348]",12,"(14.506, 19.784]",40,"(409.25, 434.277]",22,"(-0.001, 0.00328]",0
61,-1.6852,-22.0972,14.5104,3.195,27.34953271,127.4690265,26.74016393,120.0344828,15.64963504,5.819672131,586.4516,0,0.482148938,0.375558103,0.49061455,0.747253255,0.26765727,0.205181532,0.092476392,0.344539795,0.201313845,0.272275977,0.469941831,0,"(-2.759, -1.62]",12,"(-23.007, -21.409]",10,"(13.884, 15.343]",15,"(3.122, 3.467]",37,"(26.023, 28.853]",26,"(123.544, 131.45]",23,"(24.254, 26.84]",10,"(117.1, 120.066]",29,"(15.42, 16.833]",17,"(5.573, 5.897]",12,"(562.688, 595.801]",28,"(-0.001, 0.00328]",0
62,-0.919607843,-17.4,15.30261438,4.975,9.300729927,60.96330275,10.03195266,59.26724138,3.146853147,3.355029586,561.4039216,0,0.498986301,0.463429843,0.508472251,0.83292177,0.091021957,0.098130065,0.029920258,0.155340168,0.040480504,0.143836371,0.449629502,0,"(-1.62, -0.788]",13,"(-17.857, -16.177]",13,"(13.884, 15.343]",15,"(4.807, 8.447]",40,"(8.209, 9.419]",14,"(59.501, 65.965]",12,"(8.489, 10.956]",1,"(55.119, 59.366]",4,"(2.959, 4.169]",9,"(3.056, 3.436]",2,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
63,-0.788695652,-14.12956522,15.14347826,5.521311475,10.4210084,51.6,14.60492958,59.21176471,4.37962963,4.718309859,559.62,0,0.501865401,0.524610716,0.504885084,0.859214856,0.101985606,0.08305835,0.047041645,0.15516744,0.056338699,0.214880824,0.448182837,0,"(-1.62, -0.788]",13,"(-14.259, -12.888]",15,"(13.884, 15.343]",15,"(4.807, 8.447]",40,"(9.419, 10.699]",15,"(48.065, 54.368]",10,"(13.962, 15.263]",4,"(55.119, 59.366]",4,"(4.169, 5.36]",10,"(4.611, 4.871]",8,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
64,5.005106383,-5.515319149,16.76468085,3.609917355,8.047150259,29.42975207,78.98059072,96.32786885,2.005181347,11.092827,383.8212766,0,0.629286179,0.685759655,0.541429425,0.767222555,0.07875375,0.047371834,0.288066398,0.270728932,0.025794261,0.54707523,0.305619462,0,"(4.503, 5.675]",20,"(-6.247, -4.991]",22,"(16.481, 18.189]",17,"(3.467, 3.983]",38,"(6.688, 8.209]",13,"(24.514, 30.214]",6,"(78.082, 80.661]",30,"(96.055, 97.851]",19,"(1.504, 2.146]",7,"(11.04, 11.429]",34,"(358.708, 383.882]",20,"(-0.001, 0.00328]",0
65,1.841155235,-11.24368231,15.1400722,2.448125,20.92524752,72.44295302,77.04804688,86.42222222,8.073529412,12.8515625,471.9075812,0,0.559702663,0.578597677,0.504808306,0.711307371,0.204785752,0.116608375,0.280830885,0.239887568,0.103856304,0.638727991,0.37705275,0,"(1.089, 1.977]",16,"(-11.594, -10.363]",17,"(13.884, 15.343]",15,"(2.269, 2.566]",34,"(19.788, 21.333]",23,"(70.98, 76.433]",14,"(75.39, 78.082]",29,"(84.924, 86.963]",14,"(6.488, 8.348]",12,"(12.573, 13.386]",38,"(453.368, 475.888]",24,"(-0.001, 0.00328]",0
66,-1.689614243,-11.11235294,7.328698225,0.041836735,42.55927052,95.50678733,169.3892473,104.6561086,20.94076655,14.64516129,568.2697329,0,0.482051857,0.58105449,0.328728209,0.595496616,0.416507963,0.153733259,0.626559606,0.296659019,0.269377926,0.732197578,0.455197308,0,"(-2.759, -1.62]",12,"(-11.594, -10.363]",17,"(7.312, 8.041]",7,"(0.0242, 0.128]",17,"(40.008, 45.292]",30,"(93.736, 99.193]",18,"(154.302, 269.132]",40,"(103.79, 106.718]",23,"(20.015, 21.902]",20,"(14.506, 19.784]",40,"(562.688, 595.801]",28,"(-0.001, 0.00328]",0
67,-10.57362205,-25.56456693,5.622834646,-1.375,10.29949239,51.51376147,9.652863436,49.15178571,12.45736434,3.264317181,862.915748,0,0.286669416,0.310693169,0.290275482,0.52730656,0.100796385,0.082919536,0.028500934,0.12384556,0.160249099,0.139109087,0.694139488,0,"(-11.526, -10.295]",4,"(-25.829, -24.569]",8,"(4.741, 5.705]",4,"(-1.604, -1.355]",6,"(9.419, 10.699]",15,"(48.065, 54.368]",10,"(8.489, 10.956]",1,"(44.166, 50.503]",2,"(11.686, 13.166]",15,"(3.056, 3.436]",2,"(847.712, 891.391]",37,"(-0.001, 0.00328]",0
68,-12.03087248,-27.456,4.431333333,0.733,14.33407407,67.87155963,13.21623377,65.47826087,11.20192308,3.675324675,920.0751678,0,0.254620688,0.275309639,0.263417254,0.628761184,0.140280976,0.109249995,0.041842319,0.174678261,0.144099348,0.160527869,0.740492724,0,"(-12.906, -11.526]",3,"(-28.838, -27.314]",6,"(3.739, 4.741]",3,"(0.7, 0.808]",23,"(14.151, 15.262]",19,"(65.965, 70.98]",13,"(12.754, 13.962]",3,"(63.031, 65.731]",6,"(10.261, 11.686]",14,"(3.436, 3.691]",3,"(891.391, 941.774]",38,"(-0.001, 0.00328]",0
69,-11.71623932,-25.81538462,3.102564103,2.729508197,26.35811966,112.5949367,25.90447761,111.5595238,19.65822785,6.335820896,914.3649573,0,0.26154029,0.306001058,0.2334648,0.724849888,0.257954768,0.181239335,0.089347553,0.318152896,0.252879599,0.299173972,0.735862048,0,"(-12.906, -11.526]",3,"(-25.829, -24.569]",8,"(2.712, 3.739]",2,"(2.566, 2.87]",35,"(26.023, 28.853]",26,"(111.171, 116.58]",21,"(24.254, 26.84]",10,"(109.745, 112.417]",26,"(18.443, 20.015]",19,"(6.133, 6.415]",14,"(891.391, 941.774]",38,"(-0.001, 0.00328]",0
70,-1.074786325,-14.38846154,14.40598291,4.01557377,43.42176166,90.75409836,71.59148936,100.6747967,15.25517241,12.16595745,577.1555556,0,0.495573522,0.519767475,0.488260831,0.786746141,0.424948767,0.146083056,0.260401341,0.284263151,0.196239555,0.602999141,0.462403236,0,"(-1.62, -0.788]",13,"(-16.177, -14.259]",14,"(13.884, 15.343]",15,"(3.983, 4.807]",39,"(40.008, 45.292]",30,"(87.911, 93.736]",17,"(70.504, 73.277]",27,"(100.127, 102.075]",21,"(13.166, 15.42]",16,"(11.768, 12.187]",36,"(562.688, 595.801]",28,"(-0.001, 0.00328]",0
71,-3.235379061,-16.81732852,12.15126354,5.16375,31.15544554,57.44274809,50.47628458,64.19008264,15.16243655,12.12252964,634.066065,0,0.448056468,0.47433003,0.437436072,0.842006002,0.304903985,0.092463176,0.181345267,0.170667501,0.195046619,0.600735994,0.508554619,0,"(-4.265, -2.759]",11,"(-17.857, -16.177]",13,"(11.653, 12.722]",13,"(4.807, 8.447]",40,"(28.853, 32.312]",27,"(54.368, 59.501]",11,"(49.319, 51.742]",19,"(63.031, 65.731]",6,"(13.166, 15.42]",16,"(11.768, 12.187]",36,"(632.339, 669.005]",30,"(-0.001, 0.00328]",0
72,-0.925222552,-15.03303835,9.43620178,0.768844221,42.76261398,150.8090909,152.5412399,97.09633028,32.23577236,16.00806452,559.135905,0,0.498862819,0.50770921,0.376234503,0.630486308,0.418497992,0.242751052,0.56348007,0.273121547,0.414674673,0.803222381,0.447790262,0,"(-1.62, -0.788]",13,"(-16.177, -14.259]",14,"(9.173, 9.8]",10,"(0.7, 0.808]",23,"(40.008, 45.292]",30,"(147.396, 158.139]",26,"(128.736, 154.302]",39,"(96.055, 97.851]",19,"(29.497, 32.965]",24,"(14.506, 19.784]",40,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
73,-10.1640625,-33.54648438,8.10233463,0.709,24.11933962,84.76106195,23.21193416,84.05172414,19.65693431,5.0781893,859.8183594,0,0.295676696,0.161373366,0.346167135,0.627606103,0.236044859,0.136436317,0.079266575,0.23250699,0.252862959,0.233635176,0.691627671,0,"(-10.295, -9.294]",5,"(-34.882, -33.211]",2,"(8.041, 8.595]",8,"(0.7, 0.808]",23,"(23.344, 26.023]",25,"(83.156, 87.911]",16,"(22.381, 24.254]",9,"(82.582, 84.924]",13,"(18.443, 20.015]",19,"(4.871, 5.101]",9,"(847.712, 891.391]",37,"(-0.001, 0.00328]",0
74,-14.01111111,-36.43896104,7.404545455,1.188235294,12.7919708,69.6,12.74683544,71.95652174,14.56880734,4.335443038,977.4895425,0,0.21107009,0.107263054,0.330437919,0.650670921,0.125189122,0.112032193,0.040084875,0.194848414,0.187410289,0.194928534,0.787052715,0,"(-14.967, -12.906]",2,"(-36.58, -34.882]",1,"(7.312, 8.041]",7,"(1.188, 1.294]",27,"(11.794, 13.011]",17,"(65.965, 70.98]",13,"(10.956, 12.754]",2,"(71.586, 74.479]",9,"(13.166, 15.42]",16,"(4.183, 4.4]",6,"(941.774, 1015.889]",39,"(-0.001, 0.00328]",0
